edition_target_id,edition_key,target_kind,canonical_target_id,regional_stratum_id,language_tags,language_variety_names,scripts_orthographies,territories_communities,language_mode,exactness,effective_order_l_target,disposition,evidence_identity_count,row_sha256
edition-target:lang:bbj-Latn-CM,lang:bbj-Latn-CM,canonical_language_edition,lang:bbj-Latn-CM,,bbj-Latn-CM,Ghomálá',Latin; Cameroon standard,Cameroon,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,54cb0793f70a2bb8bef290b64d163d035949aba49166c7138cb2e1f2148d328d
edition-target:lang:bci-Latn-CI,lang:bci-Latn-CI,canonical_language_edition,lang:bci-Latn-CI,,bci-Latn-CI,Baule,Latin; Baule standard,Côte d'Ivoire,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,26edfc0caefef7bbe0ab32829c6c74509f71bd6c5a1c6f4871252715a70588a2
edition-target:lang:bcl-Latn-PH,lang:bcl-Latn-PH,canonical_language_edition,lang:bcl-Latn-PH,,bcl-Latn-PH,Central Bikol,Latin; separate from Rinconada and Albay varieties,"Bicol Region, Philippines; exact Central Bikol population unresolved",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,88eeed85507415a74b962855b7280eb6da00e7b3d83c26eb779c25c880794d58
edition-target:lang:bej-Latn-EG,lang:bej-Latn-EG,canonical_language_edition,lang:bej-Latn-EG,,bej-Latn-EG,Beja/Bedawiyet,Latin; community orthography,Egypt,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,83c60011b7c7fae6dcb2dd5ece8fb209a5ad348ced4f44796e9f0b519fb7e57b
edition-target:lang:bej-Latn-ER,lang:bej-Latn-ER,canonical_language_edition,lang:bej-Latn-ER,,bej-Latn-ER,Beja/Bedawiyet,Latin; community orthography,Eritrea,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,54d0b4079231a0d3f72b14d1310997a419dfb1c80960b0300f7c2052918e030c
edition-target:lang:bej-Latn-SD,lang:bej-Latn-SD,canonical_language_edition,lang:bej-Latn-SD,,bej-Latn-SD,Beja/Bedawiyet,Latin; community orthography,Sudan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,dc13b9f730b38a0bf80c3a8ac9f10ec8ad4bc21719b6e8bcbd36293340578411
edition-target:lang:bem-Latn-CD,lang:bem-Latn-CD,canonical_language_edition,lang:bem-Latn-CD,,bem-Latn-CD,Bemba,Latin; DRC standard,DRC,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,bd2707b1466e5b72f9b5100d20d98c06edc122155c6e166dadc9a6c3e82e6af6
edition-target:lang:bem-Latn-ZM,lang:bem-Latn-ZM,canonical_language_edition,lang:bem-Latn-ZM,,bem-Latn-ZM,Bemba,Latin; Zambia standard,Zambia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,977c2b95dc27aee16cbd99a0a6e2177d86301cdcbd4ceab522a39de4c5b7fd23
edition-target:lang:bfa-Latn-SS,lang:bfa-Latn-SS,canonical_language_edition,lang:bfa-Latn-SS,,bfa-Latn-SS,Bari,Latin; community orthography,South Sudan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,da30aba1816ee24b715379d2816269334c7cf1d1053f0fb59c72e4173c4e5009
edition-target:lang:bfi-GB,lang:bfi-GB,canonical_language_edition,lang:bfi-GB,,bfi-GB,British Sign Language,Visual-manual; no ordinary script,United Kingdom,signed,exact,true,CANONICAL_V2_EDITION,4,56a4951fa1cbea82a8dbf5d3fe3b6edc3503418a6a53b4b1f47129942748fd13
edition-target:lang:bfn-Latn-TL,lang:bfn-Latn-TL,canonical_language_edition,lang:bfn-Latn-TL,,bfn-Latn-TL,Bunak,Latin-based orthography,Timor-Leste; Bunak L1 communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,6651a64c9465d43d7bd553cfc6de8af81d220f6279be5fae6eea9ac26975d616
edition-target:lang:bho-Deva-IN,lang:bho-Deva-IN,canonical_language_edition,lang:bho-Deva-IN,,bho-Deva-IN,Bhojpuri;Bhojpuri (India),Devanagari;Devanagari; optional Kaithi heritage companion,India;India; especially Bihar and eastern Uttar Pradesh,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,7cc51976be4be76b7b52afff4bf2262dbd7cab856c14ef6b2429f50ea9c0bada
edition-target:lang:bho-Deva-MU,lang:bho-Deva-MU,canonical_language_edition,lang:bho-Deva-MU,,bho-Deva-MU,Bhojpuri,Devanagari; Mauritian Bhojpuri conventions,Mauritius; Bhojpuri-reporting communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,478c475e0417c768b88ab7656e124c41696f5f8dbac5b3631e15f30d0a9e74a2
edition-target:lang:bho-Deva-NP,lang:bho-Deva-NP,canonical_language_edition,lang:bho-Deva-NP,,bho-Deva-NP,Bhojpuri (Nepal),Devanagari,Nepal; Bhojpuri-speaking Terai communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,0059469a311fbcfcb3473d1fe2c3519e3283bdeb8c4d8f342ddcad0cd4a22d7e
edition-target:lang:bi-Latn-VU,lang:bi-Latn-VU,canonical_language_edition,lang:bi-Latn-VU,,bi-Latn-VU,Bislama,Standard Bislama Latin orthography,Vanuatu; Bislama-literate and Bislama-bridge learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,8ba6b7aa8471c851a1727f540723b8bdf6a677b5993c3810cbf663390bbf5840
edition-target:lang:bin-Latn-NG,lang:bin-Latn-NG,canonical_language_edition,lang:bin-Latn-NG,,bin-Latn-NG,Edo/Bini,Latin; Nigeria standard,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,01d8bc0e7e418d9d07f84edd5fdb630d1f27974f7201a35516f58295bc450d21
edition-target:lang:bjn-Latn-ID,lang:bjn-Latn-ID,canonical_language_edition,lang:bjn-Latn-ID,,bjn-Latn-ID,Banjarese,Latin; Banjar Kuala and Banjar Hulu locale tags,Indonesia; Banjarese daily home users age 5+,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,2b5ff89ece6583124bed42d020bf725de62505d356e46bba37b02bdd5abd8b79
edition-target:lang:bla-CA,lang:bla-CA,canonical_language_edition,lang:bla-CA,,bla-CA,Blackfoot,Community Blackfoot Latin orthography,"Canada; Blackfoot communities, including urban/reclamation learners",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,45162c132599956363088fdcb40453c7d826696634d7c1a38069de3adfa2fc32
edition-target:lang:bm-Latn-ML,lang:bm-Latn-ML,canonical_language_edition,lang:bm-Latn-ML,,bm-Latn-ML,Bambara/Bamanankan,Mali official Latin orthography,Mali,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,71a51e203925c6fb1533b26beb6dce2a8f889f28cffb0484a0229773395b8247
edition-target:lang:bm-Nkoo-ML,lang:bm-Nkoo-ML,canonical_language_edition,lang:bm-Nkoo-ML,,bm-Nkoo-ML,Bambara/Bamanankan,N'Ko; right-to-left with tone and nasalization,Mali and N'Ko-literate diaspora,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,956e419a167ea7708170e827e82138b32b8da1fa24a6c3fb86ca5111d998800e
edition-target:lang:bmm-Latn-MG,lang:bmm-Latn-MG,canonical_language_edition,lang:bmm-Latn-MG,,bmm-Latn-MG,Northern Betsimisaraka Malagasy,Latin; Northern Betsimisaraka scaffold,"Madagascar, Northern Betsimisaraka communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,72a3a92bac5d6d9eece4dc06dc31f9927e813d606024d6f16d482e042d54e669
edition-target:lang:bn-Beng-BD,lang:bn-Beng-BD,canonical_language_edition,lang:bn-Beng-BD,,bn-Beng-BD,Bangla;Bangla (Bangladesh standard),Bengali;Bengali script; Bangladesh orthography,Bangladesh,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,3,3fc70f1a800317d31ba8685ce15499e2a54427d0edc14098f87dc2d35ba2f970
edition-target:lang:bn-Beng-IN,lang:bn-Beng-IN,canonical_language_edition,lang:bn-Beng-IN,,bn-Beng-IN,Bengali;Bengali (India standard),Bengali;Bengali script; Indian Bengali orthography,"India;India; especially West Bengal, Tripura, and Assam",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,4,213c1bb51aed2a6d923aeb3e2fac2cf48bb13fadac578e9afc12cfc1a75dac79
edition-target:lang:bo-Tibt-CN,lang:bo-Tibt-CN,sentinel_exact_edition,,,bo-Tibt-CN,Tibetan,Tibetan,Tibetan-speaking regions of China,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,889001f91bf69c0ba6d89170f12e64f5760a3c933a082cc735a1aa20d340a34d
edition-target:lang:bom-Latn-NG,lang:bom-Latn-NG,canonical_language_edition,lang:bom-Latn-NG,,bom-Latn-NG,Berom,Latin; Nigeria standard,Nigeria,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,93356b6102f577502d290751ec2f9674b4bef05604ec16b3d01865d28aa7f894
edition-target:lang:brh-Arab-PK,lang:brh-Arab-PK,canonical_language_edition,lang:brh-Arab-PK,,brh-Arab-PK,Brahvi,Brahvi Perso-Arabic right-to-left,Pakistan; especially Balochistan,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,e3b5442a65044c2cf8b89642fb7efdf5d41b54c97b587e8ac73c107f5f11fb0f
edition-target:lang:brn-CR,lang:brn-CR,canonical_language_edition,lang:brn-CR,,brn-CR,Boruca,Latin; separate Boruca program orthography,Costa Rica; Boruca territory,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,cd5ff87081cbee9cbd6ae2bcac5edb0235473916911b15aa4bf47844e3b5a9e0
edition-target:lang:bs-Latn-BA,lang:bs-Latn-BA,sentinel_exact_edition,,,bs-Latn-BA,Bosnian,Latin,Bosnia and Herzegovina,written_or_multimodal,exact_sentinel_target,true,GLOBAL_SENTINEL_EXACT_TARGET_NO_POPULATION_INFERENCE,0,51aae6a7f6d745a3c3659a8ee546f9c0d2366cb843a0d8081bd33986eb7ac858
edition-target:lang:bsq-Bass-LR,lang:bsq-Bass-LR,canonical_language_edition,lang:bsq-Bass-LR,,bsq-Bass-LR,Bassa,Bassa Vah; community literacy edition,Liberia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d9608d6ca6521b4fc1ae26a9bb98a9ff1fac98d7760f4654bb9f4ae8bdbea00a
edition-target:lang:bsq-Latn-LR,lang:bsq-Latn-LR,canonical_language_edition,lang:bsq-Latn-LR,,bsq-Latn-LR,Bassa,Latin; Liberia standard,Liberia,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,609657793a4bd413a9ba219ed630019301551db779a95ff27b501e5cf4d2f33d
edition-target:lang:buc-Latn-YT,lang:buc-Latn-YT,canonical_language_edition,lang:buc-Latn-YT,,buc-Latn-YT,Kibushi / Shibushi,Kibushi Latin orthography,Mayotte; Kibushi / Shibushi-using learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,997f61b49688dbc5f76a2493bf3900d93ba1d04de6c4fca63145f8dd58b7ced5
edition-target:lang:bug-Bugi-ID,lang:bug-Bugi-ID,canonical_language_edition,lang:bug-Bugi-ID,,bug-Bugi-ID,Buginese,Lontara/Buginese script,Indonesia; Buginese readers seeking script continuity,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,b375acc6ac6300a301133d8328f8f870714648b379ab91683925fffbf56152d1
edition-target:lang:bug-Latn-ID,lang:bug-Latn-ID,canonical_language_edition,lang:bug-Latn-ID,,bug-Latn-ID,Buginese,Latin core; Lontara is a separate literacy track,Indonesia; Buginese daily home users age 5+,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6984f60463217231ceeadc8a837016759dc02cf388af233ce6d9bcb5280a36b7
edition-target:lang:bvb-Latn-GQ,lang:bvb-Latn-GQ,canonical_language_edition,lang:bvb-Latn-GQ,,bvb-Latn-GQ,Bube/Bubi,Latin; Equatorial Guinea standard,Equatorial Guinea,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,8736242b17741f94bd02ebdc2b74d58ccc105bea55fa41868af2040ac0069dab
edition-target:lang:bvl-BO,lang:bvl-BO,canonical_language_edition,lang:bvl-BO,,bvl-BO,Bolivian Sign Language,Visual-manual; no ordinary script,Bolivia,signed,exact,true,CANONICAL_V2_EDITION,0,1b496dc6c41c816dd3fa68fafa453691fef292dda44be54f97ab1bf21d801782
edition-target:lang:bxk-Latn-KE,lang:bxk-Latn-KE,canonical_language_edition,lang:bxk-Latn-KE,,bxk-Latn-KE,Bukusu,Latin; Kenya standard,Kenya,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,11d6b623d466a6b3e76567b1d42244836186816a7e8f0d87ea5363e423e6d793
edition-target:lang:byn-Latn-ER,lang:byn-Latn-ER,canonical_language_edition,lang:byn-Latn-ER,,byn-Latn-ER,Bilen,Latin; Eritrea convention,Eritrea,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b5afbead5ffc92d3d40a012758dbb627d717871eebfce86d8897932f8e0aadfc
edition-target:lang:bzc-Latn-MG,lang:bzc-Latn-MG,canonical_language_edition,lang:bzc-Latn-MG,,bzc-Latn-MG,Southern Betsimisaraka Malagasy,Latin; Southern Betsimisaraka scaffold,"Madagascar, Southern Betsimisaraka communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b7b215186d41e2220b6e33a08eb8b977e43492d8ba954cc6e3c600aea8b3be4d
edition-target:lang:bzd-CR:variety:bribri-salitre,lang:bzd-CR:variety:bribri-salitre,canonical_language_edition,lang:bzd-CR:variety:bribri-salitre,,bzd-CR,Bribri — Salitre,Latin; separate Bribri — Salitre program orthography,Costa Rica; Salitre Bribri,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,5dd0180dead293b9982e7fd413f255b02744eed36dba77d89c3bd213050cec6e
edition-target:lang:bzd-CR:variety:bribri-talamanca,lang:bzd-CR:variety:bribri-talamanca,canonical_language_edition,lang:bzd-CR:variety:bribri-talamanca,,bzd-CR,Bribri — Talamanca,Latin; separate Bribri — Talamanca program orthography,Costa Rica; Talamanca Bribri,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d8385b1c58d120cfa744f2e0f07a81e19ec563a1fb513cffa2f0c318560d44a9
edition-target:lang:bzj-BZ,lang:bzj-BZ,canonical_language_edition,lang:bzj-BZ,,bzj-BZ,Belize Kriol,Latin; Belize Kriol / National Kriol Council orthography,Belize,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,49228d1cf6432f1ecb1790c6aa9fe48692f6e3c2c3499195a91766bf5d0c5e13
edition-target:lang:bzk-NI,lang:bzk-NI,canonical_language_edition,lang:bzk-NI,,bzk-NI,Nicaragua Kriol,Latin; Nicaragua Kriol community orthography,Nicaragua Caribbean Coast,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ff36a7ded1c8927ffd7490af5c2c826a63398df4c3881daa532eae2d702cc602
edition-target:lang:bzs-BR,lang:bzs-BR,canonical_language_edition,lang:bzs-BR,,bzs-BR,Brazilian Sign Language;Brazilian Sign Language / Libras,Visual-manual; no ordinary script;Visual-manual; no primary written script; pair with written Portuguese,Brazil;Brazil; Libras-using Deaf communities,signed,exact,true,CANONICAL_V2_EDITION,2,c37a34f3b603cdd200139b4fc3c6023265a81b5bb86229d0765537f86f5fe4bc
edition-target:lang:ca-Latn-ES,lang:ca-Latn-ES,canonical_language_edition,lang:ca-Latn-ES,,ca-Latn-ES,Catalan,Latin,Catalan-speaking territories in Spain,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,3,905c72b351d82a73ce8fea23c68069fe56275041194182ee638e6df82a3c6fe8
edition-target:lang:caa-GT,lang:caa-GT,canonical_language_edition,lang:caa-GT,,caa-GT,Ch’orti’,ALMG-standard Latin orthography for Ch’orti’,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,af97b8228aa8799d15319343577878c15ec319ee6d3d8374a1682d859193724c
edition-target:lang:caa-HN,lang:caa-HN,canonical_language_edition,lang:caa-HN,,caa-HN,Honduras Ch’orti’,Latin; community-approved Honduras Ch’orti’ orthography,Honduras; respective language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,1c34f219cb5c5c7194dd2e7205193aac49127f71df1b340a790a6b133916a01c
edition-target:lang:cab-BZ,lang:cab-BZ,canonical_language_edition,lang:cab-BZ,,cab-BZ,Belize Garifuna,Latin Garifuna orthography,Belize,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,5bbed327f0f6cc0c91e2afcbc81a92e37410957dfb961a508c9037238dc48606
edition-target:lang:cab-HN,lang:cab-HN,canonical_language_edition,lang:cab-HN,,cab-HN,Honduras Garifuna,Latin; community-approved Honduras Garifuna orthography,Honduras; respective language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,d8f7d4c4f2b86d3241c7837dc5d3245a1748dd2357ef01bbedd787431dfaef52
edition-target:lang:cac-GT,lang:cac-GT,canonical_language_edition,lang:cac-GT,,cac-GT,Chuj,ALMG-standard Latin orthography for Chuj,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,e6fdea181c61a7cf64d2d2765bf29bb302d43ff5ef7198b033928c4b21f1864a
edition-target:lang:cag-AR,lang:cag-AR,canonical_language_edition,lang:cag-AR,,cag-AR,Argentina Nivaclé,Latin; community-approved Argentina Nivaclé orthography,Argentina; people self-identifying as Argentina Nivaclé,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,4b485624b6133102c65c8f8a64d6747dd23f3697eb9cf39778c5ad90fa99f803
edition-target:lang:cag-PY,lang:cag-PY,canonical_language_edition,lang:cag-PY,,cag-PY,Nivaclé,Latin; community-approved Nivaclé orthography,Paraguay; Nivaclé people,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,9ca9545e7bcd7c2d28c93abba777995a6b60e240f4d22f5ede2738b403caf174
edition-target:lang:cak-GT,lang:cak-GT,canonical_language_edition,lang:cak-GT,,cak-GT,Kaqchikel,ALMG-standard Latin orthography for Kaqchikel,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,55f81de11c5b1ea30d629b5a15bc62fd8276f9757909a3946532c5465744b1bf
edition-target:lang:cal-Latn-MP,lang:cal-Latn-MP,canonical_language_edition,lang:cal-Latn-MP,,cal-Latn-MP,Refaluwasch / Carolinian,Refaluwasch Latin orthography,Northern Mariana Islands; Refaluwasch-language learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,837e5902770cdac599dbcafee2d278380eb19b822a8db953e17db0d744465a5f
edition-target:lang:caq-Latn-IN,lang:caq-Latn-IN,canonical_language_edition,lang:caq-Latn-IN,,caq-Latn-IN,Car Nicobarese,Car Nicobarese Latin orthography,Andaman and Nicobar Islands; Car Nicobarese school-participating communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,ec0a75138a0d31439595db5493fdcb5ecc38d16962c90407ff8fd14c84da1825
edition-target:lang:car-SR,lang:car-SR,canonical_language_edition,lang:car-SR,,car-SR,Kali’na,Latin; community-approved Kali’na orthography,Suriname interior; Kali’na communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,3b2f64d0c9cbd547835a8d2cb6f58cee750eeb916b082ea4e3f82e2ed7bcc6a7
edition-target:lang:cbi-EC,lang:cbi-EC,canonical_language_edition,lang:cbi-EC,,cbi-EC,Cha’palaa,Latin; community-approved Cha’palaa orthography,Ecuador; Cha’palaa communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,5b62dcab687db9353a97155ee7aa1c477f6005265223f1712d991fd1cca86f5d
edition-target:lang:cbk-Latn-PH,lang:cbk-Latn-PH,canonical_language_edition,lang:cbk-Latn-PH,,cbk-Latn-PH,Zamboangueño Chavacano,Latin; Zamboanga locale explicitly tagged,"Zamboanga, Philippines; Zamboangueño communities",written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,b684ac61c5dfc05fcdd3018b9692ce03d363d17238e95be77dcebb29cbb22a6a
edition-target:lang:ccr-GT,lang:ccr-GT,canonical_language_edition,lang:ccr-GT,,ccr-GT,Chalchiteko,ALMG-standard Latin orthography for Chalchiteko,Guatemala; ALMG language communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,9092fe9195dde1ebc655642e82094fc8518663f00959353630468142961caa3f
edition-target:lang:ceb-Latn-PH,lang:ceb-Latn-PH,canonical_language_edition,lang:ceb-Latn-PH,,ceb-Latn-PH,Cebuano,Latin; Cebuano standard text with separately reviewed regional audio/lexicon,Philippines; Cebuano ethnicity proxy,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,c17433ef9b3a6aca8f99121d64a37543d952c79dade1c45b0355bedde71ee20f
edition-target:lang:cfm-Latn-MM,lang:cfm-Latn-MM,canonical_language_edition,lang:cfm-Latn-MM,,cfm-Latn-MM,Falam Chin,Latin,Chin State and displaced Falam communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,f236484832989f3e1478e2a81c965e9538a0b7cc7e3535837785f6117e6b4049
edition-target:lang:cgg-Latn-UG,lang:cgg-Latn-UG,canonical_language_edition,lang:cgg-Latn-UG,,cgg-Latn-UG,Rukiga,Latin; Uganda standard,Uganda,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,14becaf3a04c399e0d1c572931bda729d5aa6915c96aedb4137ce65801dfef0b
edition-target:lang:ch-Latn-GU,lang:ch-Latn-GU,canonical_language_edition,lang:ch-Latn-GU,,ch-Latn-GU,CHamoru / Chamorro,CHamoru Latin orthography with å and glottal conventions,Guam; CHamoru-language learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,0,05a5b0e3b3c187de583e9ed7ea548544148b6806843c9bb14cae80a31a7449fe
edition-target:lang:ch-Latn-MP,lang:ch-Latn-MP,canonical_language_edition,lang:ch-Latn-MP,,ch-Latn-MP,CHamoru / Chamorro,CHamoru Latin orthography with å and glottal conventions,Northern Mariana Islands; CHamoru home-language learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,7e7997d20c03280ca5d05fbf5883ac2bb0078abab0f1d6c9114edeef97bc2e07
edition-target:lang:chk-Latn-FM,lang:chk-Latn-FM,canonical_language_edition,lang:chk-Latn-FM,,chk-Latn-FM,Chuukese,Chuukese Latin orthography,Federated States of Micronesia; Chuukese-using communities,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,2,ba4210ee5ff57bef00b071e0904272f2dd504f70fcbaaaf38bbda7cd42fde1d1
edition-target:lang:cho-US,lang:cho-US,canonical_language_edition,lang:cho-US,,cho-US,Choctaw,Community Choctaw Latin orthography,United States; Choctaw communities and urban/reclamation learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,85879e4f7f41a987692b40a5473edfb11498d985035fb0a2b3360682aa1c880b
edition-target:lang:chr-US,lang:chr-US,canonical_language_edition,lang:chr-US,,chr-US,Cherokee,Cherokee syllabary as first-class script; Latin transliteration only as support,United States; Cherokee communities and urban/reclamation learners,written_or_multimodal,exact,true,CANONICAL_V2_EDITION,1,6a7e532582dd566620267216abb4034c8b1de78e7a42ef04352d3bbd752acd99
