portfolio_member_id,candidate_id,candidate_label,portfolio_lane,expectation_group,profile_scope,stages_to_investigate,stage_labels,hypothesis_ids_json,current_route_count,current_route_ids_json,stages_with_routes,stages_without_routes,readiness_status,high_reach_evidence_cell_ids_json,typed_population_summaries_json,evidence_band,initial_package_hypotheses_json,top10_program_ids_json,selection_status,ordinal_rank,possible_outranker,exclusion_allowed,funding_rank,outside_portfolio_possible_outranker_entities,next_evidence_action,row_sha256
P100-089,hypothesis-candidate:089,American Sign Language,NAMED_SIGN_LANGUAGE,D. Signed-language hypotheses,US and other actual communities separately; not universal signing,F|S|V|U|R,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H08"",""H09"",""H11""]",12,"[""SIGNED_ASL_A-FULL-S"",""SIGNED_ASL_A-FULL-U"",""SIGNED_ASL_A-FULL-V"",""SIGNED_ASL_A-SMALL-S"",""SIGNED_ASL_A-SMALL-U"",""SIGNED_ASL_A-SMALL-V"",""SIGNED_ASL_B-FULL-R"",""SIGNED_ASL_B-FULL-U"",""SIGNED_ASL_B-FULL-V"",""SIGNED_ASL_B-SMALL-R"",""SIGNED_ASL_B-SMALL-U"",""SIGNED_ASL_B-SMALL-V""]",S|V|U|R,P|F,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",25C7AD38D87E6B059158FB8D53A0B29E2191FCB12ED5AC4F4CA363CB0E7C504C
P100-090,hypothesis-candidate:090,Brazilian Sign Language / Libras,NAMED_SIGN_LANGUAGE,D. Signed-language hypotheses,Regional signing variation and educational stages,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H08"",""H09"",""H11""]",10,"[""SIGNED_LIB_A-FULL-F"",""SIGNED_LIB_A-FULL-S"",""SIGNED_LIB_A-FULL-V"",""SIGNED_LIB_A-SMALL-F"",""SIGNED_LIB_A-SMALL-S"",""SIGNED_LIB_A-SMALL-V"",""SIGNED_LIB_B-FULL-R"",""SIGNED_LIB_B-FULL-U"",""SIGNED_LIB_B-SMALL-R"",""SIGNED_LIB_B-SMALL-U""]",F|S|V|U|R,P,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",73DF1E827CF583B759B2882C9E49E26A70345BDE6C0641284A768B0BBCFF3A9E
P100-091,hypothesis-candidate:091,Indian Sign Language,NAMED_SIGN_LANGUAGE,D. Signed-language hypotheses,Regional variation and actual sign-user population; no national deafness substitution,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H08"",""H11""]",10,"[""SIGNED_ISL_A-FULL-S"",""SIGNED_ISL_A-FULL-V"",""SIGNED_ISL_A-SMALL-S"",""SIGNED_ISL_A-SMALL-V"",""SIGNED_ISL_B-FULL-R"",""SIGNED_ISL_B-FULL-U"",""SIGNED_ISL_B-FULL-V"",""SIGNED_ISL_B-SMALL-R"",""SIGNED_ISL_B-SMALL-U"",""SIGNED_ISL_B-SMALL-V""]",S|V|U|R,P|F,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",96FC2F265FF9BD22812B8854DB355853773EF412AA81E053257AD6B5207B7811
P100-092,hypothesis-candidate:092,Kenyan Sign Language,NAMED_SIGN_LANGUAGE,D. Signed-language hypotheses,"Actual Kenyan signing communities, not Kiswahili coverage",F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H08"",""H11""]",6,"[""SIGNED_KSL_A-FULL-F"",""SIGNED_KSL_A-SMALL-F"",""SIGNED_KSL_B-FULL-S"",""SIGNED_KSL_B-FULL-V"",""SIGNED_KSL_B-SMALL-S"",""SIGNED_KSL_B-SMALL-V""]",F|S|V,P|U|R,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",D9CBF7BAB62ABE045E7D327AC7B474F6B41FB1F2207F678AA8BB39150CEB97C0
P100-093,hypothesis-candidate:093,South African Sign Language,NAMED_SIGN_LANGUAGE,D. Signed-language hypotheses,Regional variation; English/Zulu written access separately,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H08"",""H11""]",10,"[""SIGNED_SASL_A-FULL-S"",""SIGNED_SASL_A-FULL-V"",""SIGNED_SASL_A-SMALL-S"",""SIGNED_SASL_A-SMALL-V"",""SIGNED_SASL_B-FULL-R"",""SIGNED_SASL_B-FULL-U"",""SIGNED_SASL_B-FULL-V"",""SIGNED_SASL_B-SMALL-R"",""SIGNED_SASL_B-SMALL-U"",""SIGNED_SASL_B-SMALL-V""]",S|V|U|R,P|F,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",C574B913930C699E7779F1EBD4F90341915853B24566EF52D9AA7021EFB48C3A
P100-094,hypothesis-candidate:094,Interslavic mathematical register,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Parallel Latin/Cyrillic; East/West/South Slavic reader profiles separately,U|R,university/taught tertiary; postgraduate/research,"[""H03"",""H06"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",FCC80FDBA79202F6CCF3F672A336C4B326F2ACDE8A222055A9E5BB12456200F2
P100-095,hypothesis-candidate:095,Hindi-Urdu shared mathematical register,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Devanagari/Nastaliq; register and literacy-specific reach,S|V|U,secondary; vocational/technical/practical; university/taught tertiary,"[""H02"",""H06"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,"[""PACKAGE-PKG-HINDI-URDU-PARALLEL-L1-LOWER-BOUND""]","[{""cell_id"":""PACKAGE-PKG-HINDI-URDU-PARALLEL-L1-LOWER-BOUND"",""label"":""Hindi/Urdu Devanagari-Perso-Arabic parallel package, enumerated L1 lower bound"",""measure_class"":""parallel_or_common_core_package_population_context"",""population_base"":395205166,""population_high"":395205166,""population_low"":395205166,""population_unit"":""country-and-census-category-disjoint persons L1"",""role"":""PARALLEL_COMMON_CORE_PACKAGE_CONTEXT_ONLY"",""source_rankability"":""not_a_language_rank_row; parallel_package_context""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_NO_CURRENT_ROUTE,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]","[""T10-HI-UR-PARALLEL""]",CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",634984D8E51C59F77100A63B419AA3CF20C20498C22161FFCB23AD4CE7F56B7B
P100-096,hypothesis-candidate:096,Malay-Indonesian shared technical profile,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Exact national terminology choices; no wholesale Austronesian coverage,S|V|U,secondary; vocational/technical/practical; university/taught tertiary,"[""H03"",""H06"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",CAFBD9B54A73B51B59242FBBC66A3B17883FB3E91D6F5D91E47E2F6F9EB99EEF
P100-097,hypothesis-candidate:097,Persian-Dari-Tajik shared technical profile,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Perso-Arabic/Cyrillic; lexical and schooling differences explicit,S|V|U|R,secondary; vocational/technical/practical; university/taught tertiary; postgraduate/research,"[""H03"",""H06"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,"[""LANG-LLPS-PERSIAN-BRIDGE-GLOBAL"",""PACKAGE-PKG-PERSIAN-PARALLEL""]","[{""cell_id"":""LANG-LLPS-PERSIAN-BRIDGE-GLOBAL"",""label"":""Iranian Persian-Dari-Tajik parallel-standard community"",""measure_class"":""cross_standard_speaker_estimate"",""population_base"":110000000,""population_high"":null,""population_low"":null,""population_unit"":""persons"",""role"":""LANGUAGE_POPULATION_BASIS_ONLY"",""source_rankability"":""parallel_package_context_only""},{""cell_id"":""PACKAGE-PKG-PERSIAN-PARALLEL"",""label"":""Iranian Persian-Dari-Tajik parallel-standard package"",""measure_class"":""parallel_or_common_core_package_population_context"",""population_base"":110000000,""population_high"":null,""population_low"":null,""population_unit"":""mixed cross-standard speakers"",""role"":""PARALLEL_COMMON_CORE_PACKAGE_CONTEXT_ONLY"",""source_rankability"":""not_a_language_rank_row; bridge_package_context""}]",SOURCE_BOUND_POPULATION_OR_PACKAGE_CONTEXT_NO_CURRENT_ROUTE,"[""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",CE6746309F0DB49F06AB1AE0CFA96ABE3C90595983EE7712F39B0CE767C19369
P100-098,hypothesis-candidate:098,Oghuz-focused Inter-Turkic design hypothesis,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Turkish/Azerbaijani/Turkmen profiles; not all Turkic languages,U|R,university/taught tertiary; postgraduate/research,"[""H03"",""H06"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",B7E67404C2284E4A7CE17ACB434A7BCB5AF45719996BF366F3E47AE7C4AC0E03
P100-099,hypothesis-candidate:099,N'Ko literary Manding educational profile,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Exact Manding communities and N'Ko literacy; no family-wide reader count,F|S|V|U,foundational/primary; secondary; vocational/technical/practical; university/taught tertiary,"[""H04"",""H06"",""H08""]",6,"[""WA_NKO-F"",""WA_NKO-P"",""WA_NKO-R"",""WA_NKO-S"",""WA_NKO-U"",""WA_NKO-V""]",P|F|S|V|U|R,,ROUTE_HYPOTHESES_EXIST_NOT_GLOBALLY_COMPARABLE,[],[],ROUTES_PRESENT_WITHOUT_HIGH_REACH_POPULATION_CELL,"[""foundational literacy/numeracy, complete worked practice and downloadable answer-supported self-study"",""algebra, statistics, general science and computing with exercises, solutions and prerequisite repair"",""financial capability, accounting/business, health/safety and locally relevant technical or agricultural modules"",""open college mathematics, statistics, sciences, computing, business and social-science methods""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",287C359D2516FC2352CFDA8681E7AFBADAE7A7584DC40BBDF75CB9DCF06CE752
P100-100,hypothesis-candidate:100,Romance mathematical intercomprehension profile,INTERLANGUAGE_AND_SHARED_REGISTER,E. Shared-register and interlanguage hypotheses,Exact Portuguese/Spanish/French/Italian/Romanian routes; natural-text and constructed alternatives compared,U|R,university/taught tertiary; postgraduate/research,"[""H05"",""H06"",""H12""]",0,[],,P|F|S|V|U|R,IDENTITY_RETAINED_NO_ROUTE_YET_NOT_LOW_PRIORITY,[],[],PROSPECTIVE_PROFILE_NO_CURRENT_ROUTE_OR_HIGH_REACH_CELL_NOT_ZERO_NEED,"[""open college mathematics, statistics, sciences, computing, business and social-science methods"",""Open Logic and source-faithful advanced/research mathematics or science with terminology and citation apparatus""]",[],CONDITIONAL_TOP100_RESEARCH_AND_PRODUCTION_CANDIDATE_NOT_ORDINAL_RANK,,true,false,,10525,"For at least one exact language/script/community and one stage-subject package, bind an exact audience, current supply, common endpoint, incremental effect, standardized physical compute and portfolio overlap.",BF0553C6C8559FA51B2BD8730C3369D74BA0277C73D5EF301D0A056B670CB7AC
