observation_id,region,subregion,language_label,edition_profile,iso_639_3_or_other_id,territory,modality,script_or_profile,orthography_evidence_status,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_date_or_year,source_id,source_locator,source_observation_transcribed_exactly,negative_control,source_candidate_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,overlap_group_id,alternative_measure_role,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,common_year_status,caveats,provenance_table
POP-PK-011,Asia,South Asia,Balti,Pakistan 2023 Balti category,bft,Pakistan,written_text_candidate,Tibetan; Perso-Arabic,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,52134,52134,52134,2023,PM-S003,"Table 11, national row",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,PBS count does not resolve script use.,ACE-A078
POP-PK-012,Asia,South Asia,Mewati,Pakistan 2023 Mewati category,wtm,Pakistan,written_text_candidate,Perso-Arabic; Devanagari,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,1094219,1094219,1094219,2023,PM-S003,"Table 11, national row",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Territory-specific script and variety must be specified.,ACE-A078
POP-PK-013,Asia,South Asia,Kalasha,Pakistan 2023 Kalasha category,kls,Pakistan,written_text_candidate,Arabic; Latin,provisional_uncited_by_population_source,endangered_or_prestige_domain,census_mother_tongue_persons,persons,7466,7466,7466,2023,PM-S003,"Table 11, national row",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Orthography and community register require separate evidence.,ACE-A078
POP-PK-014,Asia,South Asia,Kohistani,Pakistan 2023 Kohiostani source category,und:Kohistani-PBS,Pakistan,written_text_candidate,Perso-Arabic,provisional_uncited_by_population_source,regional_language_umbrella,census_mother_tongue_persons,persons,1039007,1039007,1039007,2023,PM-S003,"Table 11, national row",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,PBS column is spelled KOHIOSTANI and may combine distinct Kohistani languages.,ACE-A078
POP-NP-001,Asia,South Asia,Nepali,Nepal 2021 mother tongue,nep,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,national_language_population,census_mother_tongue_persons,persons,13084457,13084457,13084457,2021,PM-S004,"Annex 1, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,"Mother tongue only, not total Nepali knowledge.",ACE-A078
POP-NP-002,Asia,South Asia,Maithili,Nepal 2021 mother tongue,mai,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,3222389,3222389,3222389,2021,PM-S004,"Annex 1, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Territorial standards and educational context differ.,ACE-A078
POP-NP-003,Asia,South Asia,Bhojpuri,Nepal 2021 mother tongue,bho,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,1820795,1820795,1820795,2021,PM-S004,"Annex 1, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Cross-border overlap needs evidence.,ACE-A078
POP-NP-004,Asia,South Asia,Tharu,Nepal 2021 Tharu census category,und:Tharu-NSO,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,1714091,1714091,1714091,2021,PM-S004,"Annex 1, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census category aggregates varieties.,ACE-A078
POP-NP-005,Asia,South Asia,Tamang,Nepal 2021 Tamang census category,taj+tdg,Nepal,written_text_candidate,Devanagari; Tamyig traditions,provisional_uncited_by_population_source,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,1423075,1423075,1423075,2021,PM-S004,"Annex 1, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census category is not an exact variety.,ACE-A078
POP-NP-006,Asia,South Asia,Bajjika,Nepal 2021 mother tongue,und:Bajjika,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,1133764,1133764,1133764,2021,PM-S004,"Annex 1, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,No ISO 639-3 code asserted.,ACE-A078
POP-NP-007,Asia,South Asia,Avadhi,Nepal 2021 source label Avadhi,awa,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,regional_language_population,census_mother_tongue_persons,persons,864276,864276,864276,2021,PM-S004,"Annex 1, printed p. 123",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Cross-border educational standard needs evidence.,ACE-A078
POP-NP-008,Asia,South Asia,Nepalbhasha,Nepalbhasha (Newari),new,Nepal,written_text_candidate,Devanagari; Nepal Lipi,provisional_uncited_by_population_source,Indigenous_or_heritage_language_population,census_mother_tongue_persons,persons,863380,863380,863380,2021,PM-S004,"Annex 1, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census label includes parenthetical Newari.,ACE-A078
POP-NP-009,Asia,South Asia,Magar Dhut,Nepal 2021 Magar Dhut category,mgp+mrd,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,810315,810315,810315,2021,PM-S004,"Annex 1, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census category may aggregate Magar varieties.,ACE-A078
POP-NP-010,Asia,South Asia,Yakthung/Limbu,Nepal 2021 Yakthung/Limbu category,lif,Nepal,written_text_candidate,Sirijonga; Devanagari,provisional_uncited_by_population_source,Indigenous_or_tribal_language_population,census_mother_tongue_persons,persons,350436,350436,350436,2021,PM-S004,"Annex 1, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census total does not partition script literacy.,ACE-A078
POP-NP-011,Asia,South Asia,Gurung,Nepal 2021 Gurung category,gvr+ggn,Nepal,written_text_candidate,Devanagari; Khema traditions,provisional_uncited_by_population_source,Indigenous_or_tribal_language_umbrella,census_mother_tongue_persons,persons,328074,328074,328074,2021,PM-S004,"Annex 1, printed p. 123",true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census label may combine Gurung varieties.,ACE-A078
POP-NP-012,Asia,South Asia,Bantawa,Nepal 2021 Bantawa category,bap,Nepal,written_text_candidate,Devanagari,provisional_uncited_by_population_source,Indigenous_or_tribal_language_population,census_mother_tongue_persons,persons,138003,138003,138003,2021,PM-S004,"Annex 1, printed p. 124",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Exact census category only.,ACE-A078
POP-NP-013,Asia,South Asia,Sherpa,Nepal 2021 Sherpa category,xsr,Nepal,written_text_candidate,Tibetan,provisional_uncited_by_population_source,Indigenous_or_tribal_language_population,census_mother_tongue_persons,persons,117896,117896,117896,2021,PM-S004,"Annex 1, printed p. 124",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Census mother tongue only.,ACE-A078
POP-NP-014,Asia,South Asia,Nepal Sign Language,Source label Sign Language,nsp,Nepal,signed_video_or_interactive,Signed,provisional_uncited_by_population_source,signed_language_population,census_mother_tongue_persons,persons,1784,1784,1784,2021,PM-S004,"Annex 1, printed p. 126",true,false,true,generic_signed_source_label_unresolved,context_only_until_exact_signed_variety_is_proven,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Likely severe undercount because measure is mother tongue and source label is generic Sign Language. The source label is generic and does not establish the exact signed-language target.,ACE-A078
POP-NP-015,Asia,South Asia,Kusunda,Nepal 2021 Kusunda mother tongue,kgg,Nepal,written_text_candidate,Devanagari; Latin documentation,provisional_uncited_by_population_source,endangered_or_prestige_domain,census_mother_tongue_persons,persons,23,23,23,2021,PM-S004,"Annex 1, printed p. 126",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Very small count; orthography and learner profile require separate evidence.,ACE-A078
POP-ID-001,Asia,Southeast Asia,Javanese,BPS source label Jawa,jav,Indonesia,written_text_candidate,Latin,provisional_uncited_by_population_source,large_regional_home_language,daily_language_at_home_age5plus_persons,persons,68044660,68044660,68044660,2010,PM-S005,"Table L4.1, printed p. 47",true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,,standalone_observation,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,source_year_observation_no_projection,Register and dialect choice remain relevant.,ACE-A078
