population_cell_id,region,subregion,language_name,variety_name,iso_639_3_or_other_id,territory,source_reported_script,source_reported_orthography,modality,learner_stratum,measure_type,count_unit,population_low,population_base,population_high,reference_year,source_id,source_locator,confidence,source_observation_transcribed_exactly,negative_control,producer_strict_reach_flag_superseded,target_mapping_status,observation_use,gross_population_only,rank_ready_marginal_access,requires_intervention_edge,orthography_evidence_status,academic_lingua_franca_overlap_status,existing_edition_overlap_status,portfolio_overlap_status,overlap_group_id,alternative_measure_role,hierarchy_parent_cell_id,overlap_source_id,c17_nonoverlap_low,c17_nonoverlap_base,c17_nonoverlap_high,corrected_written_population_low,corrected_written_population_base,corrected_written_population_high,common_year_status,overlap_notes,caveats,audit_notes
POP-EU-005,Europe,Northern Europe,British Sign Language,Scotland Census ability to use BSL,bfi,Scotland,Signed,British Sign Language,signed_video_or_interactive,signed_language_ability,self_reported_ability_to_use_age3plus_persons,persons,117250,117300,117349,2022,PM-S018,British Sign Language section,high,true,false,true,named_signed_language_modality_observation,signed_video_or_interactive_upper_bound_pending_modality_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Includes L2 users; not main-language population.,"Published count rounded to nearest hundred; around 2,600 report sign language as main language but not all are BSL users.",This observation cannot be assigned to an ordinary written or PDF edition.
POP-RF-001,Asia,South Asia,Rohingya,Rohingya refugees in Bangladesh planning proxy,rhg:proxy,Bangladesh,Hanifi Rohingya; Arabic; Latin; Burmese,script preference and literacy vary by cohort,written_text_candidate,refugee_displaced_proxy,operational_refugee_population_proxy_not_language,persons,1202034,1202034,1202034,2026,PM-S019,"Dashboard headline, 31 July 2026",medium,true,false,false,non_language_population_proxy,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Operational displacement population; not a language census and not strict-reach eligible.,"Includes registered refugees, post-2017 FDMN and biometrically identified new arrivals; language/script needs require separate evidence.",
POP-ET-001,Africa,Horn of Africa,Oromo,Ethiopia 2007 source label Oromigna,orm:CSA,Ethiopia,Latin,Qubee Latin; regional variety differences,written_text_candidate,large_national_mother_tongue,census_mother_tongue_persons,persons,24930424,24930424,24930424,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Oromo variety coverage assumed.,Old census observation; not projected to the present.,
POP-ET-002,Africa,Horn of Africa,Amharic,Ethiopia 2007 source label Amarigna,amh,Ethiopia,Ethiopic,standard Amharic Ethiopic orthography,written_text_candidate,large_national_mother_tongue,census_mother_tongue_persons,persons,21634396,21634396,21634396,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Mother tongue is not total Amharic knowledge.,Old census observation; not projected to the present.,
POP-ET-003,Africa,Horn of Africa,Somali,Ethiopia 2007 source label Somaligna,som,Ethiopia,Latin,standard Somali Latin orthography,written_text_candidate,cross_border_mother_tongue,census_mother_tongue_persons,persons,4609274,4609274,4609274,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,"Ethiopia territory cell only; does not include Somalia, Djibouti or Kenya.",Old census observation; not projected.,
POP-ET-004,Africa,Horn of Africa,Tigrinya,Ethiopia 2007 source label Tigrigna,tir,Ethiopia,Ethiopic,Ethiopian Tigrinya orthography,written_text_candidate,cross_border_mother_tongue,census_mother_tongue_persons,persons,4324933,4324933,4324933,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Ethiopia territory cell only; Eritrea not included.,Old census observation; not projected.,
POP-ET-005,Africa,Horn of Africa,Sidama,Ethiopia 2007 source label Sidamigna,sid,Ethiopia,Latin,modern Sidama Latin orthography,written_text_candidate,regional_mother_tongue,census_mother_tongue_persons,persons,2981471,2981471,2981471,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Education-standard changes after 2007 are not encoded.,Old census observation; not projected.,
POP-ET-006,Africa,Horn of Africa,Wolaytta,Ethiopia 2007 source label Welaitigna,wal,Ethiopia,Latin,Wolaytta Latin orthography,written_text_candidate,regional_mother_tongue,census_mother_tongue_persons,persons,1627955,1627955,1627955,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Source spelling retained in variety label.,Old census observation; not projected.,
POP-ET-007,Africa,Horn of Africa,Gurage languages,Ethiopia 2007 source label Guragiegna,sgw:aggregate,Ethiopia,Ethiopic; Latin,multiple Gurage languages and standards,written_text_candidate,regional_language_umbrella,census_mother_tongue_persons,persons,1481836,1481836,1481836,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No pan-Gurage edition coverage assumed.,Source category aggregates distinct Gurage languages; ISO placeholder is not a unitary mapping.,
POP-ET-008,Africa,Horn of Africa,Afar,Ethiopia 2007 source label Affarigna,aar,Ethiopia,Latin; Arabic,Afar orthographies vary by territory,written_text_candidate,cross_border_mother_tongue,census_mother_tongue_persons,persons,1281284,1281284,1281284,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,Ethiopia territory cell only; Djibouti and Eritrea excluded.,Script and cross-border standard require explicit selection.,
POP-ET-009,Africa,Horn of Africa,Hadiyya,Ethiopia 2007 source label Hadiyigna,hdy,Ethiopia,Latin,Hadiyya Latin orthography,written_text_candidate,regional_mother_tongue,census_mother_tongue_persons,persons,1253894,1253894,1253894,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,true,source_named_language_observation,gross_upper_bound_pending_intervention_edges,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No bridge-language substitution assumed.,Old census observation; not projected.,
POP-ET-010,Africa,Horn of Africa,Gamo,Ethiopia 2007 source label Gamogna,gmv:CSA,Ethiopia,Latin,Gamo Latin orthographies with variety caveat,written_text_candidate,regional_language_umbrella,census_mother_tongue_persons,persons,1070626,1070626,1070626,2007,PM-S020,"Table 3.2, printed pp. 91-93",high,true,false,false,source_observation_not_candidate_ready,context_or_sensitivity_only,true,false,true,provisional_uncited_by_population_source,unmeasured,pending_central_coverage_join,unmeasured_beyond_single_observation,,standalone_observation,,,,,,,,,source_year_observation_no_projection,No single Gamo variety assumed.,Census category and later language classifications require reconciliation.,
POP-CN-001,Asia,Eastern Asia,Mainland China population,zh-Hans-CN standardized written Chinese gross territory ceiling,zh-Hans-CN,China,Hans,standard simplified Chinese character profile,written_text_candidate,national written-standard potential population,official_census_mainland_population_gross_territory_ceiling,persons,1411778724,1411778724,1411778724,2020-11-01,PM-S022,"Section I Total Population; mainland row 1,411,778,724; note 6",high,true,false,false,territory_ceiling_with_independent_zh_Hans_CN_written_standard_mapping,gross_upper_bound_pending_intervention_edges,true,false,true,official standardized-character prevalence independently established,unmeasured,partial_exact_corpora_completed_forward_residual_required,single_total_population_ceiling_do_not_sum_with_subpopulations,CN-MAINLAND-2020-TOTAL,standalone_territory_ceiling_not_exact_language_count,,,,,,,,,source_year_observation_no_projection,No exact academic-language or underserved-reader deduction is measured; retain explicit sensitivities.,"Total mainland population is not an exact zh-Hans-CN comfort count. MOE reports Putonghua prevalence 80.72% and standardized-character use above 95% among literate people, with substantial regional disparity. Downstream practical-access and academic-nonoverlap sensitivities remain mandatory.",Official population observation admitted only as a gross equal-basis ceiling; never as a measured language-access deficit.
POP-JP-001,Asia,Eastern Asia,Japan population,ja-Jpan-JP Japanese gross territory ceiling,ja-Jpan-JP,Japan,Jpan,Japanese mixed kanji-kana writing profile,written_text_candidate,national written-standard potential population,official_census_territory_population_gross_ceiling,persons,126146099,126146099,126146099,2020-10-01,PM-S023,"Basic Complete Tabulation, Table 1, 2020 exact population 126,146,099",high,true,false,false,territory_ceiling_with_ja_Jpan_JP_profile_mapping,gross_upper_bound_pending_intervention_edges,true,false,true,production profile resolved; census does not measure Japanese-language comfort,unmeasured,strong_national_supply_stage_specific_open_and_advanced_gap_unmeasured,single_total_population_ceiling_do_not_sum_with_subpopulations,JP-2020-TOTAL,standalone_territory_ceiling_not_exact_language_count,,,,,,,,,source_year_observation_no_projection,No exact academic-language or underserved-reader deduction is measured; retain explicit sensitivities.,"Japan's census total includes residents regardless of language and is not a Japanese comfortable-reader or underserved-person count. Strong compulsory-school and advanced supply reduces forward duplication but does not establish open-license, accessibility, postgraduate, or research-frontier completeness.",Official population observation admitted only as a gross equal-basis ceiling; never as a measured language-access deficit.
POP-ID-018,Asia,Southeast Asia,Bahasa Indonesia,BPS functional-language category Dapat Berbahasa Indonesia,id-Latn-ID,Indonesia,Latin,standard Indonesian Latin orthography,written_text_candidate,population_age_5_plus,official_long_form_census_able_to_speak_indonesian_persons_age5plus,persons,,248501794,,2022,PM-S021,"TOTAL row; 248,501,794 able to speak Indonesian of 253,679,348 persons aged 5+",high,true,false,false,exact_named_functional_language_population_ceiling_for_id_Latn_ID,gross_upper_bound_pending_intervention_edges,true,false,true,exact named functional-language population; written academic comfort unmeasured,unmeasured,partial_local_editions_subtracted_by_curriculum_not_population,territory_adult_literacy_proxy_sensitivity;unmeasured_low0_neutral0.5_high1_sensitivity,,standalone_functional_language_observation_preferred_over_home_language_for_reach_ceiling,,,,,,,,,source_year_observation_no_projection,No exact academic-language or underserved-reader deduction is measured; retain explicit sensitivities.,"The BPS definition establishes oral functional Indonesian only. It does not establish literacy, academic reading comfort, educational deprivation, or unique readership. Low and high source bounds are unreported, so the model uses the published point as base/high and zero as the evidence-bounded low sensitivity.",Official population observation admitted only as a gross equal-basis ceiling; never as a measured language-access deficit.
