curation_id,intervention_id,target_name,target_profile,target_type,candidate_rankability_status,observation_id,population_language_label,population_profile,territory,reference_year,measure_type,count_unit,exact_source_population,source_id,source_locator,join_suggestion_status,target_mapping_status,observation_use,overlap_group_id,automatic_curation_status,automatic_curation_reason,manual_disposition,manual_notes
CUR-0210,OBS-GRG-US-022,Kosraean,kos-Latn-FM,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-022,Kosraean,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2051,GRG-S001,Nation worksheet row 233,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0211,OBS-GRG-US-023,Hawaiian,haw-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-023,Hawaiian,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,32730,GRG-S001,Nation worksheet row 246,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0212,OBS-GRG-US-024,Fijian,fj-Latn-FJ,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-024,Fijian,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,6229,GRG-S001,Nation worksheet row 247,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0213,OBS-GRG-US-025,Haitian,ht-Latn-HT,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-025,Haitian,exact ACS child language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,867500,GRG-S001,Nation worksheet row 11,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0214,OBS-GRG-US-026,Jamaican Creole English,jam-Latn-JM,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-026,Jamaican Creole English,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,72000,GRG-S001,Nation worksheet row 255,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0215,OBS-GRG-US-027,Guyanese Creole English,gyn-Latn-GY,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-027,Guyanese Creole English,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,4603,GRG-S001,Nation worksheet row 260,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0216,OBS-GRG-US-028,Papiamento,pap-Latn-AW|pap-Latn-CW|pap-Latn-BQ,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-028,Papiamento,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,1422,GRG-S001,Nation worksheet row 272,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0217,OBS-GRG-US-029,Pennsylvania German,pdc-Latn-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-029,Pennsylvania German,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,185200,GRG-S001,Nation worksheet row 22,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0218,OBS-GRG-US-030,Eastern Yiddish,ydd-Hebr-US,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-030,Eastern Yiddish,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,194800,GRG-S001,Nation worksheet row 24,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0219,OBS-GRG-US-031,Mam,mam-Latn-GT,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-031,Mam,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,5062,GRG-S001,Nation worksheet row 547,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0220,OBS-GRG-US-032,Kiche,quc-Latn-GT,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-032,Kiche,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3787,GRG-S001,Nation worksheet row 548,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0221,OBS-GRG-US-033,Qanjobal,kjb-Latn-GT,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-033,Qanjobal,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,2253,GRG-S001,Nation worksheet row 552,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0222,OBS-GRG-US-034,Yucateco,yua-Latn-MX,natural_language,exact_population_join_target_profile_evidence_pending,POP-MX-002,Yucatec Maya,INEGI source label Maya,Mexico,2020,speaks_indigenous_language_age3plus_persons,persons,774755,PM-S008,"Principal-language chart, PDF p. 46",code_only_profile_join_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0223,OBS-GRG-US-034,Yucateco,yua-Latn-MX,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-034,Yucateco,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,1708,GRG-S001,Nation worksheet row 554,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0224,OBS-GRG-US-035,Garifuna,cab-Latn-HN|cab-Latn-BZ|cab-Latn-GT|cab-Latn-NI,natural_language,exact_population_join_target_profile_evidence_pending,GRG-US-035,Garifuna,exact ACS language row; script not reported by source,United States,2017-2021,acs_2017_2021_estimated_persons_age5plus_language_spoken_at_home,estimated_persons,3080,GRG-S001,Nation worksheet row 564,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,US-ACS-2017-2021-HOME-LANGUAGE,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0225,OBS-GRG-AU-001,Kriol,rop-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-001,Kriol,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,7478,GRG-S002,"Language used at home, top responses other than English; Australia column; Kriol row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0226,OBS-GRG-AU-002,Djambarrpuyngu,djr-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-002,Djambarrpuyngu,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,3870,GRG-S002,"Language used at home, top responses other than English; Australia column; Djambarrpuyngu row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0227,OBS-GRG-AU-003,Warlpiri,wbp-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-003,Warlpiri,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,2624,GRG-S002,"Language used at home, top responses other than English; Australia column; Warlpiri row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0228,OBS-GRG-AU-004,Murrinh Patha,mwf-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-004,Murrinh Patha,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,2081,GRG-S002,"Language used at home, top responses other than English; Australia column; Murrinh Patha row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0229,OBS-GRG-AU-005,Alyawarr,aly-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-005,Alyawarr,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,1951,GRG-S002,"Language used at home, top responses other than English; Australia column; Alyawarr row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0230,OBS-GRG-AU-006,Pitjantjatjara,pjt-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-006,Pitjantjatjara,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,3458,GRG-S003,"Language used at home, top responses other than English; Australia column; Pitjantjatjara row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0231,OBS-GRG-AU-007,Gurindji,gue-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-007,Gurindji,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,623,GRG-S004,"Language used at home, top responses other than English; Australia column; Gurindji row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0232,OBS-GRG-AU-008,Ngarinyman,nbj-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-008,Ngarinyman,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,313,GRG-S004,"Language used at home, top responses other than English; Australia column; Ngarinyman row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0233,OBS-GRG-AU-009,Nunggubuyu,nuy-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-009,Nunggubuyu,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,283,GRG-S004,"Language used at home, top responses other than English; Australia column; Nunggubuyu row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0234,OBS-GRG-AU-010,Warumungu,wrm-Latn-AU,natural_language,exact_population_join_target_profile_evidence_pending,GRG-AU-010,Warumungu,exact census language row; script not reported by source,Australia,2021,census_language_used_at_home_persons,persons,424,GRG-S005,"Language used at home, top responses other than English; Australia column; Warumungu row",strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,AU-CENSUS-2021-LANP,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0235,OBS-GRG-PL-001,Polish,pl-Latn-PL,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-001,Polish,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,37868618,GRG-S006,Table 7.5 printed page 120 PDF page 122; Polski Polish row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0236,OBS-GRG-PL-002,Silesian,szl-Latn-PL,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-002,Silesian,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,467145,GRG-S006,Table 7.5 printed page 120 PDF page 122; śląski Silesian row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0237,OBS-GRG-PL-003,German,de-Latn,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-003,German,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,216342,GRG-S006,Table 7.5 printed page 120 PDF page 122; niemiecki German row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0238,OBS-GRG-PL-004,Kashubian,csb-Latn-PL,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-004,Kashubian,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,89198,GRG-S006,Table 7.5 printed page 120 PDF page 122; kaszubski Kashubian row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0239,OBS-GRG-PL-005,Czech,cs-Latn-CZ,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-005,Czech,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,5328,GRG-S006,Table 7.5 printed page 120 PDF page 122; czeski Czech row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0240,OBS-GRG-PL-006,Ukrainian,uk-Cyrl-UA,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-006,Ukrainian,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,55104,GRG-S006,Table 7.5 printed page 120 PDF page 122; ukraiński Ukrainian row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0241,OBS-GRG-PL-007,Byelorussian,be-Cyrl-BY,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-007,Byelorussian,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,17325,GRG-S006,Table 7.5 printed page 120 PDF page 122; białoruski Byelorussian row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
CUR-0242,OBS-GRG-PL-008,Polish Sign Language,pso-Zzzz-PL target profile; script unresolved by population source,signed_language_access,exact_population_join_target_profile_evidence_pending,GRG-PL-008,Polish Sign Language,exact bilingual census sign-language row,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,9267,GRG-S006,Table 7.5 printed page 120 PDF page 122; polski język migowy Polish Sign Language row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,route_to_interlanguage_or_accessibility_edges,This queue only auto-classifies named written-language and completion interventions.,pending,
CUR-0243,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-PK-002,Punjabi,Pakistan 2023 census Punjabi category; exact production variety unresolved,Pakistan,2023,census_mother_tongue_persons,persons,88915544,PM-S003,"Table 11, national row",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0244,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-PK-014,Kohistani,Pakistan 2023 Kohiostani source category,Pakistan,2023,census_mother_tongue_persons,persons,1039007,PM-S003,"Table 11, national row",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0245,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-NP-004,Tharu,Nepal 2021 Tharu census category,Nepal,2021,census_mother_tongue_persons,persons,1714091,PM-S004,"Annex 1, printed p. 123",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0246,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-NP-006,Bajjika,Nepal 2021 mother tongue,Nepal,2021,census_mother_tongue_persons,persons,1133764,PM-S004,"Annex 1, printed p. 123",same_language_other_territory_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0247,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-ID-016,Indonesian Sign Language,BPS source label Bahasa Isyarat,Indonesia,2010,daily_language_at_home_age5plus_persons,persons,40373,PM-S005,"Table L4.1, printed p. 47",same_language_other_territory_review,generic_signed_source_label_unresolved,context_only_until_exact_signed_variety_is_proven,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0248,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-PH-002,Bisaya/Binisaya,PSA grouped source label,Philippines,2020,households_language_generally_spoken_at_home,households,4214122,PM-S006,"Table 1, PDF p. 2",same_language_other_territory_review,household_proxy,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0249,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,POP-ZW-007,Chibarwe,ZIMSTAT source label Chibarwe,Zimbabwe,2022,census_mother_tongue_persons,persons,3298,PM-S011,"Table 2.17, printed p. 123",same_language_other_territory_review,source_observation_not_candidate_ready,context_or_sensitivity_only,,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0250,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,TH-2010-004,Only others languages,Non-Thai-only home-language stratum,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,1901468,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-UNION,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0251,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,TH-2010-006,Thaikueng,Thaikueng/Thai Loei/Lao Loei aggregate,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,787696,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0252,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,TH-2010-008,Lao-krung,Lao Khrang/Lao Khrung source profile,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,177453,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0253,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,TH-2010-010,Local languages,Unresolved local-language aggregate,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,958251,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0254,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,TH-2010-012,Dialect and others in Thailand,Indigenous and hill-language aggregate,Thailand,2010-09-01,census_usual_language_at_home_persons,persons,318012,TH-S001,"Table 7, PDF p. 98 (printed statistical table p. 75)",same_language_other_territory_review,macro_or_unresolved_source_label,context_or_sensitivity_only,TH-OTHER-LABELS,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0255,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,ZA-SIGN-UNSPEC-2022,Sign language (source label),Census category: Sign language; signed-language variety unresolved,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,9308,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",same_language_other_territory_review,context_or_unresolved_source_category,context_or_sensitivity_only,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0256,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,ZA-KNS-CTX-2022,Khoi/Nama/San,Census composite category: Khoi/Nama/San; edition target unresolved,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,5917,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",same_language_other_territory_review,context_or_unresolved_source_category,context_or_sensitivity_only,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0257,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,ZA-OTHER-CTX-2022,Other (source label),Residual census category; no edition target,South Africa,2022,census_language_most_often_spoken_in_household_persons_age_1_plus,persons,268068,ZA-S001,"Table 3.8 (2), printed p. 27; PDF p. 35; South Africa total column",same_language_other_territory_review,context_or_unresolved_source_category,context_or_sensitivity_only,ZA-CENSUS-2022-HOUSEHOLD-LANGUAGE,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0258,OBS-GRG-PL-009,Lemko,und-Zzzz-PL target profile; script unresolved by population source,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-009,Lemko,exact bilingual census variety row; no ISO normalization asserted,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,6147,GRG-S006,Table 7.5 printed page 120 PDF page 122; łemkowski Lemko row,name_only_join_review,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,not_automatic_cross_territory_or_name_only,The target territory or exact code/profile does not match; explicit many-to-many curation is required.,pending,
CUR-0259,OBS-GRG-PL-010,Lithuanian,lt-Latn-LT,natural_language,exact_population_join_target_profile_evidence_pending,GRG-PL-010,Lithuanian,exact bilingual census language row; script not reported by source,Poland,2021-03-31,census_languages_used_at_home_multiple_response_persons,persons,5422,GRG-S006,Table 7.5 printed page 120 PDF page 122; litewski Lithuanian row,strong_join_suggestion,source_named_language_observation,gross_upper_bound_pending_intervention_edges,PL-CENSUS-2021-HOME-LANG-MR,eligible_exact_gross_ceiling,Exact code/profile/territory and person-count measure match; the source measure role and factor/overlap assignment remain downstream.,pending,
