wikimedia_code,wikipedia_articles,wikipedia_activeusers,wikipedia_edits,wikipedia_pages,wikibooks_articles,wikibooks_activeusers,wikibooks_edits,wikibooks_pages,wikiversity_articles,wikiversity_activeusers,wikiversity_edits,wikiversity_pages,wikisource_articles,wikisource_activeusers,wikisource_edits,wikisource_pages,wikipedia_articles_per_active_user,possible_automation_skew,source_date,source_id,source_sha256,limitations
ss,1160,11,42613,3534,0,0,0,0,0,0,0,0,0,0,0,0,105.455,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
st,2021,29,40658,6157,0,0,0,0,0,0,0,0,0,0,0,0,69.690,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
stq,4195,14,124456,10868,0,0,0,0,0,0,0,0,0,0,0,0,299.643,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
su,62967,60,700461,100814,2,0,4689,337,0,0,0,0,410,12,47874,12886,1049.450,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sv,2627488,4100,59495243,6378176,1211,12,57925,6327,650,5,24763,2711,32645,23,657256,220052,640.851,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
sw,124797,225,1587670,235280,9,0,3576,207,0,0,0,0,0,0,0,0,554.653,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
syl,1232,22,30840,6649,0,0,0,0,0,0,0,0,0,0,0,0,56.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
szl,61158,54,387456,77897,0,0,0,0,0,0,0,0,0,0,0,0,1132.556,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
szy,2747,17,141312,6532,0,0,0,0,0,0,0,0,0,0,0,0,161.588,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ta,189709,558,4618467,633545,714,5,18218,3778,0,0,0,0,37530,65,1957318,642207,339.980,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tay,2581,16,67341,3342,0,0,0,0,0,0,0,0,0,0,0,0,161.312,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tcy,3920,42,250165,22403,0,0,0,0,0,0,0,0,113,9,21872,4773,93.333,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tdd,448,9,7721,2496,0,0,0,0,0,0,0,0,0,0,0,0,49.778,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
te,128008,412,4802647,427670,287,5,28487,2559,0,0,0,0,23834,31,568451,212435,310.699,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tet,1679,23,74772,5832,0,0,0,0,0,0,0,0,0,0,0,0,73.000,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tg,118879,108,1483656,288904,56,5,3697,882,0,0,0,0,0,0,0,0,1100.731,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
th,186885,2891,13193818,1197059,1600,18,65852,17032,0,0,0,0,9626,28,295051,65379,64.644,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ti,366,13,26039,3087,0,0,0,0,0,0,0,0,0,0,0,0,28.154,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tig,64,17,6859,527,0,0,0,0,0,0,0,0,0,0,0,0,3.765,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tk,7212,43,269585,17962,0,0,3754,241,0,0,0,0,0,0,0,0,167.721,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tl,49286,296,2215210,250172,233,4,28865,2387,0,0,0,0,338,6,15749,2328,166.507,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tly,10184,46,125650,14048,0,0,0,0,0,0,0,0,0,0,0,0,221.391,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tn,5574,57,54250,10444,0,0,0,0,0,0,0,0,0,0,0,0,97.789,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
to,2047,10,44052,5548,0,0,0,0,0,0,0,0,0,0,0,0,204.700,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tok,4604,90,63934,11548,0,0,0,0,0,0,0,0,0,0,0,0,51.156,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
total,68185091,565174,3937055700,270809190,364773,1525,13320105,1284600,167236,1125,7026802,649857,9901630,3537,83140471,28160453,120.644,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
totalactive,68185061,565146,3936581804,270799559,364102,1511,13119074,1273871,167236,1125,7026802,649857,9901617,3537,83136715,28160295,120.650,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
totalclosed,30,28,473896,9631,671,14,201031,10729,0,0,0,0,13,0,3756,158,1.071,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tpi,1416,16,89607,5781,0,0,0,0,0,0,0,0,0,0,0,0,88.500,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tr,697315,4821,37763190,3426053,1099,12,64776,9004,0,0,0,0,20025,32,174378,31564,144.641,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
trv,1201,14,104386,2222,0,0,0,0,0,0,0,0,0,0,0,0,85.786,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ts,1140,37,41990,4648,0,0,0,0,0,0,0,0,0,0,0,0,30.811,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tt,709027,93,6020101,1461002,270,7,7430,1634,0,0,0,0,0,0,0,0,7623.946,yes,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tum,19436,33,111288,40707,0,0,0,0,0,0,0,0,0,0,0,0,588.970,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tw,4735,22,138320,8823,0,0,0,0,0,0,0,0,0,0,0,0,215.227,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ty,1251,12,54235,3087,0,0,0,0,0,0,0,0,0,0,0,0,104.250,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
tyv,4124,17,52535,15186,0,0,0,0,0,0,0,0,0,0,0,0,242.588,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
udm,5917,24,130095,20507,0,0,0,0,0,0,0,0,0,0,0,0,246.542,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ug,9727,27,175515,17698,0,0,3461,83,0,0,0,0,0,0,0,0,360.259,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
uk,1432296,4805,48543959,5374242,1160,17,41435,3776,0,0,0,0,400530,149,1102925,569266,298.084,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ur,673887,418,11806673,3019915,225,5,9181,1537,0,0,0,0,11921,16,35820,13927,1612.170,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
uz,357320,536,6244936,1289311,4,2,4148,395,0,0,0,0,0,0,0,0,666.642,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
ve,913,27,22920,2741,0,0,0,0,0,0,0,0,0,0,0,0,33.815,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
vec,69621,43,1229557,143573,0,0,0,0,0,0,0,0,5798,4,86735,19381,1619.093,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
vep,7112,34,189681,39598,0,0,0,0,0,0,0,0,0,0,0,0,209.176,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
vi,1304011,4940,75423898,4600954,8270,19,542648,16537,0,0,0,0,19101,53,206010,66745,263.970,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
vls,8361,35,326965,23400,0,0,0,0,0,0,0,0,0,0,0,0,238.886,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
vo,54939,41,3337364,174042,2,1,4157,297,0,0,0,0,0,0,0,0,1339.976,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
wa,13011,34,425783,31111,2,0,4025,130,0,0,0,0,2620,13,36728,6460,382.676,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
war,1266947,84,7737199,2870643,0,0,0,0,0,0,0,0,0,0,0,0,15082.702,yes,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
wo,1741,15,107475,5569,0,0,0,0,0,0,0,0,0,0,0,0,116.067,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
wuu,48295,90,397799,75497,0,0,0,0,0,0,0,0,0,0,0,0,536.611,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
www,0,0,0,0,0,0,0,0,0,0,0,0,65755,141,1356215,258694,,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
xal,1575,10,92869,12609,0,0,0,0,0,0,0,0,0,0,0,0,157.500,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
xh,2512,26,41561,5849,1,0,3527,131,0,0,0,0,0,0,0,0,96.615,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
xmf,22435,32,252210,42654,0,0,0,0,0,0,0,0,0,0,0,0,701.094,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
yi,15778,41,600467,44678,0,0,0,0,0,0,0,0,2639,6,20564,5463,384.829,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
yo,39551,75,627867,64791,0,0,3588,112,0,0,0,0,0,0,0,0,527.347,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
za,3023,15,43030,5633,3,0,11051,143,0,0,0,0,0,0,0,0,201.533,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zea,7408,28,182130,13998,0,0,0,0,0,0,0,0,0,0,0,0,264.571,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zgh,12265,46,177793,52354,0,0,0,0,0,0,0,0,0,0,0,0,266.630,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zh,1551671,14092,93720346,8466625,3843,57,186539,20154,6850,180,356985,17805,3416760,274,8706859,6430066,110.110,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zh-classical,14152,70,444288,122747,0,0,0,0,0,0,0,0,0,0,0,0,202.171,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zh-min-nan,434580,121,3284872,1079902,16,1,6231,406,0,0,0,0,159,6,11225,3593,3591.570,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zh-yue,151598,815,2448958,342832,0,0,0,0,0,0,0,0,0,0,0,0,186.010,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
zu,12575,67,127728,27845,1,0,3804,202,0,0,0,0,0,0,0,0,187.687,,Mon Aug 24 21:45:18 UTC 2026,ACE-E020,53647853ED8A33C487E9D73FDE1CB698304AE47AAC77A7AA99E92214EEECD2D9,"Project counts measure Wikimedia presence, not advanced mathematics, educational quality, reader access, or language-wide digital resources. Bot-heavy editions can inflate articles."
